0.09,0.6886,0.0504,-1.4677,-0.6559,-1.3749,-1.7995,-0.9977,-1.3297,-1.0367,-0.597,-1.9788,0.5094,-1.5582,0.9016,-0.9074,0.0416,-1.7473,0.0257,-0.3897,1.0
-0.7796,0.5266,-0.9351,-0.2619,-0.9362,2.0953,0.5266,1.721,1.4542,0.6144,2.6263,0.4465,-0.6197,-0.5029,1.681,1.5999,0.2298,0.3566,0.0587,-0.0212,0.0
0.4431,0.3022,1.7487,-1.0466,0.5646,-0.2074,0.2192,1.6912,0.7506,0.1017,-0.1409,-0.8481,0.9604,1.2956,-0.0804,-1.2436,0.695,1.221,1.1939,0.7287,0.0
-1.3232,-0.9573,-0.1873,2.9218,-0.881,1.7348,1.2717,0.8318,1.4692,1.4555,0.3156,2.0608,1.8597,0.3296,1.737,0.6681,-0.3113,-0.5968,0.8238,1.4396,0.0
0.2232,0.0461,0.647,-0.8116,-0.8847,-0.5104,-0.9348,0.344,-0.2362,-0.4733,-1.5053,-1.3772,-1.4746,-2.0085,1.5469,0.879,-0.2558,-1.6333,1.2248,-0.7548,1.0
-0.3584,-1.9476,-0.0896,-1.6994,-0.6619,-1.3544,-0.1278,-0.4415,-0.2889,0.6022,-1.1721,-1.0412,0.2747,-1.4987,0.4462,-0.1442,0.9659,-0.6151,2.5719,-2.2212,1.0
-0.2545,1.9779,0.2589,0.9305,1.8405,1.5224,0.4528,0.9189,1.9191,0.2702,-1.6409,1.3521,0.8102,0.954,1.6916,0.1236,0.81,-0.3501,0.0097,-0.0257,0.0
0.0664,0.4208,0.792,0.3879,-0.2262,0.8079,1.6689,0.5563,2.2144,-0.5543,-0.353,-0.5556,0.1253,-1.3543,-0.0023,1.5607,2.8167,-1.6687,2.0326,1.3892,0.0
-0.5794,1.1808,0.3073,-1.042,-1.6638,0.2692,-1.0476,-0.2389,-0.8478,1.7452,-0.0931,-0.0145,0.3548,0.4147,0.1452,-0.6425,-0.0531,0.9916,1.3029,-0.9439,1.0
-0.5967,1.784,0.7322,-0.4117,-0.4011,0.4576,0.4698,2.0979,0.9547,0.8074,0.5267,0.2247,0.9951,-0.2493,1.6525,2.6985,-0.1835,-0.8695,-0.4781,-0.6554,0.0
-0.0875,0.5906,-0.349,-0.237,0.9444,-1.2994,0.3986,-0.8183,0.4244,0.0545,0.1876,0.2628,-1.0649,-0.1062,-0.8746,0.1203,-0.2888,-0.3934,-1.028,-1.052,1.0
0.7464,-0.3903,-0.308,-0.933,1.0031,-0.5175,0.838,-0.8702,-1.8151,-1.04,-1.9663,-0.3801,-0.9218,0.1519,0.8862,-0.5583,1.3604,-0.6347,-0.8271,0.2148,1.0
0.4833,1.6133,2.0384,0.1467,1.3586,-1.2561,-1.0564,0.619,-0.1885,-0.4209,-0.3428,0.5037,-0.1747,0.8867,1.7748,-0.0922,1.2137,2.0319,-0.7185,0.7482,0.0
1.5761,-0.0306,-1.0119,0.2441,-0.4773,1.3421,0.4625,2.0265,1.445,1.5612,-1.7177,1.2939,2.1841,1.5881,0.5435,0.2132,-0.3748,0.7437,2.0317,2.125,0.0
0.3092,-0.9229,-0.862,-1.6142,-0.6831,-1.7575,-0.4781,-0.4701,-1.542,-0.4626,-0.9922,-0.4001,0.5574,0.8914,-2.0475,-1.7751,-0.1226,-0.2985,-1.0563,-0.4934,1.0
0.3807,0.3453,0.3047,-0.0514,-1.1675,2.2279,-1.4779,-0.4234,1.6976,-1.8873,-0.6293,0.4479,-0.7891,1.1261,1.7353,1.0249,-1.549,0.2746,-0.8685,0.3783,0.0
-0.6284,0.3366,1.0213,0.8438,-0.1277,-1.0337,0.8276,0.5976,-0.2462,0.2379,0.8435,2.3964,-0.439,0.1337,1.1569,-0.5144,0.6254,-0.0669,0.044,1.0115,0.0
