-0.4951,-0.1226,0.4104,0.4273,1.8433,-0.5177,0.9068,-0.5697,-1.7416,-0.8942,-0.9317,0.4927,0.1036,0.022,0.8132,1.0864,0.1717,-1.7636,0.8223,-1.6318,1.0
-0.4436,-0.692,-0.2179,-0.6287,0.0806,-0.6268,-1.7016,0.9964,0.7994,-0.4062,0.3012,0.1415,-0.2931,-0.2685,0.1677,-1.6096,0.0309,-0.5108,-1.6116,-0.3719,1.0
0.919,-1.9796,0.3672,1.0829,1.3183,0.2965,0.8007,1.1204,-0.3601,-0.3318,0.2366,0.233,1.2841,-0.1684,-0.3683,0.0579,0.6279,1.1651,-0.5677,-0.4673,0.0
-0.1207,-1.0323,-0.0477,-1.6709,0.1354,-0.3778,0.7929,-1.7039,0.5225,-0.1241,-0.6356,-0.4872,-1.5632,-0.9417,-0.6755,-1.7008,-2.3069,-1.0867,-2.4235,-0.7262,1.0
-0.9966,0.0413,0.6742,0.7198,-0.158,-0.3854,2.2478,1.1453,2.6384,0.4586,1.0759,2.7757,1.4173,0.6566,-0.6807,-1.1439,0.5207,-0.5863,0.5037,0.5332,0.0
-1.0852,-1.4937,0.0561,-0.5695,0.348,-0.7505,-2.4699,-0.5857,0.9455,0.3432,0.3568,-0.3134,-0.1457,-1.3211,-0.1209,0.0378,0.8095,-0.8258,0.1903,-2.3447,1.0
-2.1346,1.7252,-1.1266,0.1128,-0.8204,1.3233,-1.2978,-0.4428,-1.8484,-1.1607,0.6873,-1.1547,-0.1995,0.4697,2.0354,0.3051,1.6548,1.7351,1.6691,0.5113,0.0
0.4583,0.4263,0.8354,1.3151,0.3627,-0.1122,0.5139,-0.3327,1.2318,0.5471,0.3077,0.7943,0.909,0.4633,1.2995,0.5304,1.5233,0.3873,1.0349,-0.2914,0.0
-0.3952,-1.0472,-0.5606,0.4759,0.3781,-0.0352,-1.8427,-0.3375,0.0944,-0.4127,-0.3208,2.0233,-0.6711,-2.1569,-0.3181,-0.852,-1.4555,-0.5321,0.8671,1.4314,1.0
0.0045,0.7905,-0.0135,-0.1672,-1.2654,0.2284,0.4356,2.5675,-0.2557,2.3879,-0.9466,1.536,2.4328,-0.6765,1.0921,-1.1461,0.1112,-0.7008,-0.3186,0.8134,0.0
0.7104,1.1598,0.8272,0.6163,-0.8161,0.1853,1.3067,1.6511,0.1413,1.2128,2.0343,0.3192,0.1744,0.2685,0.4255,-0.2117,-1.487,-1.1386,1.7289,0.672,0.0
-0.8736,1.9509,-1.3365,-0.0485,-2.1597,-0.7049,0.0341,0.6376,-0.6081,-0.2571,-0.378,-0.6382,-0.2983,-0.1197,-0.381,-1.0556,-0.6925,-0.131,-0.6053,-1.2992,1.0
2.576,0.6942,0.0871,2.53,0.8625,-0.6451,0.8027,0.2399,0.51,-0.2004,0.5495,0.2732,0.8455,-0.2971,-0.7844,-0.8071,1.1261,-1.154,2.1276,1.3581,0.0
-0.9521,0.286,1.8542,-2.0417,-1.1142,0.231,1.0975,-0.1972,-0.9212,0.3531,-1.9677,-0.8202,0.1738,-0.0081,0.2519,1.2937,-1.0254,-1.3913,2.3379,-0.2889,1.0
-1.15,-0.2977,1.9164,-0.5311,0.528,-0.4734,-0.1026,2.6102,-1.21,-0.0897,-0.0614,1.3288,0.6444,1.1435,1.7005,0.7246,1.774,1.1021,-0.0572,0.381,0.0
