0.1969,1.6977,0.425,0.7163,-1.1245,0.5824,0.7696,1.3499,-0.0865,0.5332,0.5058,0.8855,0.2598,-0.8047,1.9477,0.861,1.147,0.2703,1.109,2.5945,0.0
-1.1935,1.3108,-1.7356,-0.8807,0.4297,1.669,-0.6327,-1.4173,2.3353,1.3333,-2.2315,1.3711,0.611,-0.0808,-0.787,-0.5759,-0.8161,0.0426,-0.8098,-0.041,1.0
0.3085,-0.4432,-0.9064,-0.7933,1.3858,-0.1987,-0.1846,-0.2771,-1.8682,-1.0019,-0.0545,0.4075,-1.7898,0.7854,0.0955,-2.2377,0.1325,-0.1666,-2.1991,0.0657,1.0
-0.0653,-1.1133,-1.1413,-0.8047,1.4672,0.3375,-1.6698,0.2803,-1.3855,0.8086,-0.77,-1.3131,-0.6722,0.0522,-0.0977,-0.1974,-0.0475,0.2874,1.3308,1.9645,1.0
-1.2605,0.0457,-0.0986,1.31,-1.3379,-1.6236,0.2729,-0.5231,-0.7188,0.2676,0.1353,-1.0747,0.3085,1.4685,-1.8292,0.353,-0.898,-0.6225,-2.3714,-0.1471,1.0
-0.3369,-0.5369,1.1778,-2.1591,0.2378,1.6702,-0.3892,0.3367,2.2241,-0.2303,-0.5977,-0.167,0.5556,0.613,-0.3151,1.1842,2.7251,1.0103,0.3837,-0.6187,0.0
0.8942,-1.3834,-0.0919,-0.8536,-0.5716,0.228,-0.3748,-1.0678,-2.0732,0.5223,-0.4172,-0.296,-0.9746,0.5108,-0.9499,0.4202,-0.8113,-1.1627,1.0355,-0.2848,1.0
0.9683,0.7735,0.3598,0.3519,1.993,-0.7988,-1.281,2.3638,0.6566,0.1504,1.851,1.0826,0.863,1.0004,-1.2779,-0.328,1.3557,-0.9802,0.3755,0.0841,0.0
-0.657,-2.4486,-1.1094,1.2113,0.3152,1.2497,0.1048,-1.7799,1.7909,2.9512,0.1386,0.0061,-0.1111,-0.6303,-0.9488,-0.3996,-0.5163,1.2638,-0.0587,0.5574,0.0
0.1819,-1.495,-0.2995,0.8857,-0.4659,0.5789,-0.7621,0.6522,0.5181,1.4464,-0.6974,0.0482,-0.0174,0.3664,-1.2097,-1.5142,0.342,-1.6917,-2.3049,-0.0492,1.0
-1.8995,1.2012,1.2324,0.958,-0.4847,1.7214,0.8551,-0.3398,-0.9175,0.8735,-0.2399,1.3126,1.8894,1.2443,-1.0515,1.1113,-0.112,2.0694,-0.8253,-0.1761,0.0
0.1098,0.8585,0.3459,0.3496,0.5229,0.6794,0.4912,1.8231,-0.0677,1.2117,0.8759,0.6476,1.2275,1.069,0.2839,1.5706,1.6013,-0.4111,0.2869,-0.1988,0.0
-1.1367,-1.2701,-1.5223,-1.862,1.1099,0.3008,-1.7084,-0.4377,-1.0733,0.6154,-0.708,-2.1467,-0.2694,-2.5107,-0.4767,0.3006,-1.7767,-1.468,0.3129,-0.5797,1.0
1.1892,-0.2866,0.0734,-0.0943,2.152,-1.9444,-1.0287,2.4388,0.4858,0.8136,0.4247,-1.1745,-0.9737,0.874,0.2149,1.4238,0.7476,0.3998,0.1123,0.2281,0.0
1.3345,0.0972,0.5052,-0.0043,0.4361,-0.0816,0.1773,-0.056,-0.6301,1.4754,-0.3497,-0.0604,1.6829,0.5377,1.4009,0.3181,0.0861,-1.007,-0.2386,0.8972,0.0
1.7542,1.283,1.6222,0.9947,-0.1712,0.4638,-0.2086,-0.229,-0.7772,1.074,2.1069,-0.1771,0.6337,0.441,1.7999,-0.9967,0.238,0.7138,2.8788,1.5766,0.0
-0.0183,1.7894,-0.1975,1.9496,-0.2613,-0.4183,1.7493,1.7102,-0.1182,0.8592,0.0781,0.117,3.0454,1.036,0.9757,0.48,0.2421,1.2633,0.2282,-0.0142,0.0
-0.0533,0.9165,-0.5354,0.6726,-0.8844,0.729,0.2602,-0.7339,0.3376,0.7235,0.983,-0.5303,0.6035,-0.1108,1.9287,-0.513,0.3575,0.2223,-1.208,-0.7915,0.0
-1.7522,-2.2776,0.2901,0.6555,0.3061,-1.5901,-1.0219,-0.1876,1.3361,-1.3838,-1.3769,-1.3583,0.897,1.165,-1.7867,0.397,-1.8002,-0.4163,-1.7342,0.2948,1.0
-1.6974,1.3442,0.9616,-0.0059,-0.8636,1.248,-0.1269,0.9592,-1.0023,-0.3437,-1.2233,-2.2445,-0.5641,1.2078,0.7542,-0.694,-0.8372,-0.5981,-1.4152,0.1737,1.0
-0.2256,-1.3117,1.3065,-0.0896,-0.9022,-0.4429,-0.6587,-0.8443,-0.1897,0.317,1.0655,2.7334,-0.6469,-1.0512,-0.7412,0.7186,0.0863,0.4512,-1.4724,0.4415,1.0
-0.5838,0.2891,0.6221,0.4759,-0.7197,0.1564,-0.6946,-0.0944,-3.0828,-0.7775,-1.4551,0.6097,-0.5454,-0.504,-0.6207,-1.4667,1.0725,-2.3238,-0.2884,1.0385,1.0
2.2424,-0.8778,-0.7779,-0.0784,-0.3416,1.465,0.1007,2.1014,0.8478,1.953,1.9656,-0.0417,1.7395,1.7003,1.6759,2.0714,-0.6528,0.1742,1.4962,-0.1516,0.0
-1.6589,1.3837,1.6876,-0.036,-0.5711,0.8349,-1.5057,-0.3122,-0.9053,-0.465,-0.8127,-0.8705,0.2156,0.2387,-0.9121,-0.4449,-0.9536,-2.5295,-0.4952,1.677,1.0
-0.5078,1.6517,0.4828,-0.3896,-0.3677,0.9543,-0.2494,1.2646,1.1392,1.5356,0.5601,1.1805,0.763,2.1624,-1.0698,-1.3788,0.7505,0.509,0.0832,1.443,0.0
0.0413,-1.2058,-0.0862,-1.2886,1.7084,0.7867,-1.1606,1.7379,0.2696,1.8101,-1.3646,1.9093,-0.0384,0.2085,-0.3537,0.0023,-0.1757,-0.2233,-0.9197,-0.0448,0.0
1.5588,0.0539,0.574,-0.3901,-0.4995,1.6549,-1.0636,-0.1005,0.3871,0.9574,1.9485,3.364,-0.2399,-1.0435,-0.4242,-1.5676,-0.8781,-0.5944,-0.1937,0.808,0.0
-1.6228,1.6615,-0.9369,-0.0544,-0.8003,-0.8319,-0.608,-0.611,0.1307,-0.7691,-1.2387,0.0712,-1.1082,-0.9263,-0.954,-1.2397,-2.2465,-1.0656,-0.3894,1.2666,1.0
0.2518,0.0585,2.1221,-0.9865,1.2494,0.1319,1.7016,-0.2263,-0.7669,1.7215,0.667,1.5879,0.1218,0.3278,0.4688,0.4411,2.3419,0.6546,1.3251,-0.224,0.0
-3.0829,0.3577,0.146,-1.1296,-0.767,0.0818,1.6058,2.073,0.4217,-0.9516,0.9732,-2.707,0.6526,-2.4849,-0.7722,-1.8674,-0.6875,0.3389,-0.8038,-1.9793,1.0
2.3763,1.3994,-2.4273,0.952,-1.0695,0.1964,-0.5681,0.6063,-0.1711,0.7625,1.7416,0.9602,0.2315,0.1186,0.0441,-0.0326,1.297,-0.7189,0.9738,0.2916,0.0
-1.5851,0.9115,-0.239,1.258,0.0634,-0.4331,0.6658,1.3971,-0.8076,2.1783,0.7783,0.625,1.9412,-0.3421,-0.0325,1.7051,0.5038,0.7496,0.3253,2.3624,0.0
-0.78,1.8197,0.2734,-0.8987,-0.7229,-1.2472,-0.455,1.5012,1.5077,-0.7713,-0.8699,-1.0097,0.0174,0.2811,0.0962,0.0433,-1.1783,-0.1198,0.4407,0.1489,1.0
-2.3134,-2.0955,-0.7029,-0.5073,-0.2391,0.8399,-1.7376,-1.5432,-1.9494,-0.1981,-1.6673,-0.0725,-1.0745,1.5738,-0.3112,0.7467,-0.4267,0.57,-0.4002,0.6658,1.0
0.0042,0.0943,-1.5506,-0.4638,1.7789,-0.8439,-1.7992,-0.3697,0.1469,-0.6561,0.6607,-0.8727,0.6036,-2.8625,-1.5239,-1.6513,-0.327,-1.3269,0.2944,0.8115,1.0
0.3634,-0.2669,-0.467,-1.1083,-2.0798,-1.2711,0.7396,-0.5325,0.9909,0.483,-0.6808,0.4094,-0.2602,-0.3573,-1.5529,-1.4186,-0.5107,1.4874,-0.7602,0.3788,1.0
0.896,0.0591,0.0242,0.2966,-0.8119,-0.3202,0.3206,-0.0985,1.1995,2.2475,-1.2517,1.6459,-0.1566,-0.7188,-0.239,-0.6557,-0.2005,0.1166,-0.2236,0.8008,0.0
-1.1233,0.2699,0.0608,-0.3101,-2.2336,-0.377,-2.4,-0.3913,-1.0883,-1.3363,-0.3095,0.0425,0.3553,-0.7383,0.4206,1.6438,0.7907,-0.8985,1.6582,1.3347,1.0
-1.3664,-0.5644,-2.7919,-0.665,-0.1241,-0.1038,0.105,-0.907,-1.0562,-1.0694,-0.3172,-0.1978,-0.3122,-0.4688,0.0815,-1.0049,-0.1546,0.5896,0.877,-0.2144,1.0
1.0136,-0.4318,-0.0832,-0.2467,0.6861,1.8029,0.5214,-0.997,0.414,0.9638,0.1158,0.0663,0.3007,1.4614,1.7336,0.1278,-0.4829,1.491,0.7599,-1.0284,0.0
-1.6299,-0.2175,0.0596,0.1287,-1.1059,0.3015,1.4002,0.1451,-0.0145,-1.0623,0.3269,0.414,-1.8479,0.5739,-1.5557,-1.2883,-0.039,-2.2847,-0.738,-0.8168,1.0
-1.0713,0.856,1.1512,0.0071,-0.6465,-1.504,-0.8668,0.3813,-0.0461,-2.2467,-2.0759,-2.9445,-1.0649,1.6761,-0.5315,-0.9023,0.1921,-0.5915,2.4708,-1.4692,1.0
-0.6819,0.5072,1.2798,-1.3296,-2.2822,-0.2397,-0.9346,-1.162,-0.2308,-0.4854,0.9868,0.7527,0.5177,0.9477,-1.7519,-1.4628,-1.1861,0.1419,-0.651,-0.0012,1.0
0.6554,-0.7764,-1.1842,0.2094,-1.2205,1.0142,-1.0164,-0.0546,-1.8463,-0.5414,-0.7926,0.2295,-0.5551,-0.4824,-0.7784,-0.4274,1.5277,-0.1075,-1.4845,-0.8806,1.0
-0.9358,0.7067,0.2576,0.5212,0.6177,-1.4887,1.7496,-0.0011,0.7035,3.0645,-0.9855,1.4091,0.4002,2.2268,2.2012,1.5412,0.148,-1.9874,0.7132,-0.6529,0.0
0.3449,0.5157,-0.0625,-0.3029,1.1554,2.2621,0.4612,1.5142,1.1227,0.5282,0.1842,0.1135,0.9868,0.3919,0.0291,-0.2429,0.0885,0.6868,-0.1445,1.0581,0.0
-0.7192,0.1942,0.8301,0.4488,0.2807,0.5471,2.1973,1.4062,-1.157,-1.4374,0.4931,0.3287,0.2009,-0.454,0.1237,0.1407,0.1266,-2.1953,1.0588,-1.0285,0.0
0.9867,-0.4421,0.4311,0.5687,-0.0392,0.2972,0.0409,0.4293,0.1128,-1.7868,-0.1795,0.1576,-0.1254,-0.9073,1.8664,1.8955,0.1286,1.2774,-1.0238,1.2337,0.0
0.0039,1.247,-0.2951,-0.703,-0.3743,0.9038,0.206,0.6296,-1.2736,-1.6564,-0.1379,1.1305,0.6129,1.2572,-0.1594,-0.3777,1.9126,0.5591,-0.0873,-0.6739,0.0
1.3173,0.9792,-0.5579,1.6588,-0.035,1.5208,0.0036,0.729,0.634,-0.3533,0.3533,-0.6525,1.0073,0.5114,-0.6541,-1.2208,1.3195,-0.161,-1.407,-1.1516,0.0
-0.2506,1.8821,-0.6927,-0.3612,0.1062,1.8717,1.2444,0.4971,-1.2408,0.0535,0.3853,0.6032,1.0591,0.3592,-0.0179,-1.3633,1.0414,-1.2617,0.5778,-0.0514,0.0
0.1628,-0.026,-1.0915,-0.4178,-1.6348,-0.252,1.1419,-2.0971,-0.8719,0.4427,0.5173,-1.4016,-0.5996,1.0606,-2.6255,-1.5737,-0.871,-0.0824,0.6411,-2.0159,1.0
1.0046,-0.7213,-0.5316,0.3444,1.3641,-1.3302,0.5972,0.4914,0.9085,-0.02,0.9041,1.8021,0.8651,1.1058,1.477,2.0917,-0.5677,2.6084,0.2296,-0.6228,0.0
